Order_ID,Order_Date,Month,Month_No,Customer_ID,State,Sales_Channel,Category,Product,Quantity,Unit_Price_INR,Discount_Pct,Gross_Sales_INR,Discount_Amount_INR,Net_Sales_INR,Cost_INR,Profit_INR,Profit_Margin_Pct,Payment_Method
ORD0138,2025-01-20,January,1,CUST0178,Delhi,Retail Store,Furniture,Office Chair,1,6412.64,0.1,6412.64,641.2640000000001,5771.376,3924.5356800000004,1846.8403199999998,31.999999999999996,Debit Card
ORD0139,2025-06-09,June,6,CUST0089,West Bengal,Retail Store,Office Supplies,File Folder,6,1595.05,0.15,9570.3,1435.5449999999998,8134.754999999999,4718.157899999999,3416.5971,42.00000000000001,Credit Card
ORD0140,2025-09-24,September,9,CUST0195,West Bengal,Retail Store,Electronics,Monitor,3,23558.68,0.1,70676.04000000001,7067.604000000001,63608.43600000001,49614.58008000001,13993.855920000002,22.0,Credit Card
ORD0141,2025-01-09,January,1,CUST0124,Rajasthan,Marketplace,Electronics,Keyboard,5,49907.12,0.05,249535.6,12476.78,237058.82,184905.87960000001,52152.94039999999,21.999999999999996,Credit Card
ORD0142,2025-02-06,February,2,CUST0114,Tamil Nadu,Online,Clothing,Formal Shirt,5,5419.64,0.3,27098.2,8129.46,18968.74,10432.807000000003,8535.932999999999,44.99999999999999,Debit Card
ORD0143,2025-07-05,July,7,CUST0289,Rajasthan,Marketplace,Office Supplies,Stapler,2,1405.07,0.2,2810.14,562.028,2248.112,1303.9049599999998,944.2070400000002,42.00000000000001,UPI
ORD0144,2025-02-28,February,2,CUST0181,Telangana,Marketplace,Office Supplies,Pen Set,1,901.62,0.05,901.62,45.081,856.539,496.79261999999994,359.74638000000004,42.00000000000001,Cash
ORD0145,2025-01-07,January,1,CUST0031,Karnataka,Retail Store,Beauty,Shampoo,3,3372.34,0.1,10117.02,1011.7020000000001,9105.318000000001,4734.76536,4370.552640000001,48.00000000000001,Debit Card
ORD0146,2025-06-07,June,6,CUST0012,Karnataka,Retail Store,Furniture,Cabinet,4,15014.09,0.2,60056.36,12011.272,48045.088,32670.659840000004,15374.42816,31.999999999999996,Debit Card
ORD0147,2025-04-23,April,4,CUST0163,Rajasthan,Marketplace,Electronics,Smartphone,1,14603.1,0.1,14603.1,1460.3100000000002,13142.79,10251.3762,2891.4138000000003,22.0,UPI
ORD0148,2025-08-12,August,8,CUST0037,Rajasthan,Retail Store,Furniture,Table,7,11323.4,0.05,79263.8,3963.1900000000005,75300.61,51204.414800000006,24096.195199999995,31.999999999999996,Debit Card
ORD0149,2025-07-11,July,7,CUST0193,Rajasthan,Retail Store,Electronics,Headphones,4,11838.98,0.15,47355.92,7103.388,40252.532,31396.97496,8855.55704,22.0,Credit Card
ORD0150,2025-11-02,November,11,CUST0227,Uttar Pradesh,Online,Grocery,Tea,7,1164.21,0.15,8149.47,1222.4205,6927.0495,4987.47564,1939.5738600000004,28.000000000000007,Net Banking
ORD0151,2025-02-02,February,2,CUST0058,Karnataka,Retail Store,Grocery,Cooking Oil,7,611.94,0.2,4283.58,856.716,3426.864,2467.34208,959.5219200000001,28.000000000000004,Credit Card
ORD0152,2025-10-12,October,10,CUST0271,Karnataka,Online,Clothing,Formal Shirt,1,1062.06,0.2,1062.06,212.412,849.6479999999999,467.3064,382.3415999999999,44.99999999999999,Debit Card
ORD0153,2025-10-15,October,10,CUST0027,Maharashtra,Online,Furniture,Table,7,17811.23,0.15,124678.61,18701.7915,105976.8185,72064.23658,33912.58192,32.0,Cash
ORD0154,2025-01-21,January,1,CUST0257,Telangana,Retail Store,Beauty,Shampoo,3,3382.92,0.2,10148.76,2029.7520000000002,8119.008,4221.88416,3897.12384,48.00000000000001,Net Banking
ORD0155,2025-06-12,June,6,CUST0208,Tamil Nadu,Retail Store,Electronics,Laptop,1,48750.67,0.15,48750.67,7312.6005,41438.0695,32321.694209999998,9116.37529,22.0,UPI
ORD0156,2025-04-03,April,4,CUST0199,Maharashtra,Online,Beauty,Perfume,7,1697.19,0.1,11880.33,1188.0330000000001,10692.297,5559.99444,5132.30256,48.0,Net Banking
ORD0157,2025-01-24,January,1,CUST0153,Karnataka,Online,Clothing,Sneakers,2,3891.58,0.2,7783.16,1556.632,6226.528,3424.5904000000005,2801.9375999999997,44.99999999999999,Cash
ORD0158,2025-08-16,August,8,CUST0214,Rajasthan,Online,Electronics,Keyboard,6,20855.79,0.05,125134.74,6256.737000000001,118878.003,92724.84234,26153.160659999994,21.999999999999993,Credit Card
ORD0159,2025-12-10,December,12,CUST0095,Rajasthan,Marketplace,Office Supplies,File Folder,5,458.99,0.1,2294.95,229.495,2065.455,1197.9639,867.4911,42.0,UPI
ORD0160,2025-10-16,October,10,CUST0179,Tamil Nadu,Online,Clothing,T-Shirt,6,5493.0,0.15,32958.0,4943.7,28014.3,15407.865000000002,12606.434999999998,44.99999999999999,Cash
ORD0161,2025-02-15,February,2,CUST0242,Madhya Pradesh,Retail Store,Grocery,Rice,6,291.9,0.1,1751.3999999999999,175.14,1576.2599999999998,1134.9071999999999,441.3527999999999,27.999999999999996,UPI
ORD0162,2025-08-21,August,8,CUST0103,Delhi,Retail Store,Beauty,Shampoo,6,309.57,0.0,1857.42,0.0,1857.42,965.8584000000001,891.5616,48.0,Credit Card
ORD0163,2025-05-23,May,5,CUST0123,Rajasthan,Online,Furniture,Office Chair,2,6268.36,0.0,12536.72,0.0,12536.72,8524.9696,4011.750399999999,31.999999999999996,UPI
ORD0164,2025-07-23,July,7,CUST0251,Karnataka,Marketplace,Furniture,Table,4,20538.88,0.1,82155.52,8215.552000000001,73939.96800000001,50279.17824000001,23660.78976,31.999999999999996,Cash
ORD0165,2025-11-10,November,11,CUST0188,Telangana,Retail Store,Grocery,Biscuits,2,603.04,0.0,1206.08,0.0,1206.08,868.3775999999999,337.7024,28.000000000000004,Credit Card
ORD0166,2025-01-12,January,1,CUST0147,Karnataka,Retail Store,Clothing,Sneakers,5,3136.03,0.15,15680.150000000001,2352.0225,13328.127500000002,7330.470125000002,5997.657375000001,44.99999999999999,Net Banking
ORD0167,2025-08-09,August,8,CUST0211,Rajasthan,Online,Beauty,Face Wash,7,344.08,0.05,2408.56,120.428,2288.132,1189.8286400000002,1098.3033599999999,47.99999999999999,Debit Card
ORD0168,2025-05-11,May,5,CUST0207,Madhya Pradesh,Marketplace,Clothing,Sneakers,2,2717.94,0.05,5435.88,271.79400000000004,5164.086,2840.2473000000005,2323.8387,44.99999999999999,UPI
ORD0169,2025-12-16,December,12,CUST0293,Uttar Pradesh,Retail Store,Beauty,Perfume,7,1572.49,0.2,11007.43,2201.4860000000003,8805.944,4579.09088,4226.85312,48.0,Cash
ORD0170,2025-06-01,June,6,CUST0250,Gujarat,Retail Store,Furniture,Table,1,14064.91,0.15,14064.91,2109.7365,11955.1735,8129.517980000001,3825.6555199999993,31.999999999999996,Credit Card
ORD0171,2025-12-01,December,12,CUST0186,Rajasthan,Online,Furniture,Table,4,11988.72,0.05,47954.88,2397.744,45557.136,30978.85248,14578.283519999997,31.999999999999996,Debit Card
ORD0172,2025-08-25,August,8,CUST0008,Uttar Pradesh,Retail Store,Furniture,Desk,5,18995.04,0.05,94975.20000000001,4748.760000000001,90226.44000000002,61353.979200000016,28872.4608,31.999999999999996,Cash
ORD0173,2025-01-14,January,1,CUST0041,Rajasthan,Online,Grocery,Rice,2,258.12,0.2,516.24,103.248,412.992,297.35424,115.63776000000001,28.000000000000004,Cash
ORD0174,2025-05-10,May,5,CUST0066,Maharashtra,Online,Grocery,Coffee,1,499.74,0.3,499.74,149.922,349.818,251.86896,97.94904,28.000000000000004,UPI
ORD0175,2025-06-13,June,6,CUST0195,Rajasthan,Retail Store,Beauty,Shampoo,7,1697.51,0.05,11882.57,594.1285,11288.441499999999,5869.9895799999995,5418.4519199999995,48.0,Net Banking
ORD0176,2025-09-23,September,9,CUST0264,Madhya Pradesh,Online,Clothing,Sneakers,6,1301.66,0.1,7809.960000000001,780.9960000000001,7028.964000000001,3865.9302000000007,3163.0338,44.99999999999999,Cash
ORD0177,2025-05-01,May,5,CUST0120,Tamil Nadu,Marketplace,Office Supplies,Stapler,5,956.16,0.1,4780.8,478.08000000000004,4302.72,2495.5776,1807.1424000000002,42.00000000000001,Debit Card
ORD0178,2025-11-30,November,11,CUST0285,Madhya Pradesh,Marketplace,Furniture,Bookshelf,1,14451.31,0.25,14451.31,3612.8275,10838.4825,7370.168100000001,3468.3143999999993,31.999999999999996,Net Banking
ORD0179,2025-09-02,September,9,CUST0012,Telangana,Online,Office Supplies,Printer Paper,5,347.94,0.15,1739.7,260.955,1478.7450000000001,857.6721,621.0729000000001,42.00000000000001,Debit Card
ORD0180,2025-10-26,October,10,CUST0039,Tamil Nadu,Marketplace,Grocery,Biscuits,2,421.6,0.3,843.2,252.96,590.24,424.9728,165.2672,28.000000000000004,Credit Card
ORD0181,2025-10-21,October,10,CUST0234,Karnataka,Retail Store,Clothing,Formal Shirt,7,664.85,0.1,4653.95,465.395,4188.555,2303.7052500000004,1884.8497499999999,44.99999999999999,UPI
ORD0182,2025-09-21,September,9,CUST0290,Madhya Pradesh,Marketplace,Beauty,Shampoo,6,3064.87,0.05,18389.22,919.4610000000001,17469.759000000002,9084.27468,8385.484320000001,48.00000000000001,Debit Card
ORD0183,2025-04-24,April,4,CUST0076,Tamil Nadu,Online,Furniture,Table,1,21194.74,0.2,21194.74,4238.948,16955.792,11529.938560000002,5425.853439999999,31.99999999999999,UPI
ORD0184,2025-01-01,January,1,CUST0069,West Bengal,Retail Store,Office Supplies,Stapler,7,1681.33,0.1,11769.31,1176.931,10592.378999999999,6143.579819999999,4448.79918,42.00000000000001,Credit Card
ORD0185,2025-07-11,July,7,CUST0176,West Bengal,Online,Grocery,Coffee,7,1173.75,0.1,8216.25,821.625,7394.625,5324.13,2070.495,27.999999999999996,UPI
ORD0186,2025-11-20,November,11,CUST0019,Rajasthan,Retail Store,Furniture,Desk,5,19716.79,0.25,98583.95000000001,24645.987500000003,73937.96250000001,50277.81450000001,23660.148,31.999999999999996,Net Banking
ORD0187,2025-10-06,October,10,CUST0089,Gujarat,Marketplace,Office Supplies,Notebook,5,2062.8,0.05,10314.0,515.7,9798.3,5683.013999999999,4115.286,42.00000000000001,Cash
ORD0188,2025-07-18,July,7,CUST0224,Madhya Pradesh,Marketplace,Beauty,Perfume,3,1482.24,0.1,4446.72,444.672,4002.0480000000002,2081.06496,1920.98304,48.0,Credit Card
ORD0189,2025-09-24,September,9,CUST0265,Maharashtra,Online,Office Supplies,Printer Paper,6,1642.18,0.2,9853.08,1970.616,7882.464,4571.829119999999,3310.6348800000005,42.00000000000001,Credit Card
ORD0190,2025-04-27,April,4,CUST0293,Uttar Pradesh,Marketplace,Beauty,Moisturizer,2,559.43,0.05,1118.86,55.943,1062.917,552.7168399999999,510.20016,48.00000000000001,Credit Card
ORD0191,2025-12-30,December,12,CUST0117,West Bengal,Marketplace,Office Supplies,Pen Set,3,143.76,0.05,431.28,21.564,409.71599999999995,237.63527999999997,172.08071999999999,42.00000000000001,Cash
ORD0192,2025-10-04,October,10,CUST0052,Maharashtra,Retail Store,Beauty,Perfume,6,842.04,0.05,5052.24,252.612,4799.628,2495.80656,2303.8214399999997,48.0,Credit Card
ORD0193,2025-01-02,January,1,CUST0263,Telangana,Marketplace,Electronics,Keyboard,5,31572.3,0.05,157861.5,7893.075000000001,149968.425,116975.3715,32993.053499999995,21.999999999999996,UPI
ORD0194,2025-10-25,October,10,CUST0172,Tamil Nadu,Online,Clothing,Jeans,4,3159.5,0.2,12638.0,2527.6000000000004,10110.4,5560.72,4549.679999999999,44.99999999999999,Debit Card
ORD0195,2025-05-21,May,5,CUST0026,West Bengal,Marketplace,Grocery,Cooking Oil,6,642.45,0.15,3854.7000000000003,578.205,3276.4950000000003,2359.0764000000004,917.4186,27.999999999999996,Credit Card
ORD0196,2025-05-01,May,5,CUST0154,Gujarat,Retail Store,Beauty,Moisturizer,2,3170.08,0.1,6340.16,634.0160000000001,5706.144,2967.19488,2738.94912,48.00000000000001,Cash
ORD0197,2025-03-01,March,3,CUST0242,Gujarat,Marketplace,Furniture,Office Chair,1,4649.54,0.15,4649.54,697.4309999999999,3952.109,2687.4341200000003,1264.6748799999996,31.99999999999999,Debit Card
ORD0198,2025-04-18,April,4,CUST0293,Maharashtra,Marketplace,Furniture,Bookshelf,1,7376.65,0.0,7376.65,0.0,7376.65,5016.122,2360.5279999999993,31.999999999999996,Credit Card
ORD0199,2025-03-19,March,3,CUST0291,Karnataka,Online,Beauty,Shampoo,5,392.9,0.05,1964.5,98.22500000000001,1866.275,970.4630000000001,895.812,48.0,Debit Card
ORD0200,2025-02-11,February,2,CUST0280,Maharashtra,Retail Store,Grocery,Cooking Oil,5,875.24,0.15,4376.2,656.43,3719.77,2678.2344,1041.5356000000002,28.000000000000004,Net Banking
ORD0201,2025-02-05,February,2,CUST0070,West Bengal,Marketplace,Beauty,Perfume,1,2165.98,0.1,2165.98,216.598,1949.382,1013.6786400000001,935.70336,48.0,Net Banking
ORD0202,2025-02-18,February,2,CUST0160,Gujarat,Retail Store,Clothing,Jeans,2,4182.81,0.0,8365.62,0.0,8365.62,4601.091000000001,3764.5289999999995,44.99999999999999,Debit Card
ORD0203,2025-10-27,October,10,CUST0215,Delhi,Retail Store,Beauty,Face Wash,2,1298.91,0.15,2597.82,389.673,2208.147,1148.23644,1059.91056,48.00000000000001,Debit Card
ORD0204,2025-12-20,December,12,CUST0036,Gujarat,Online,Grocery,Coffee,4,119.16,0.15,476.64,71.496,405.144,291.70368,113.44031999999999,27.999999999999996,UPI
ORD0205,2025-11-07,November,11,CUST0012,Madhya Pradesh,Marketplace,Furniture,Cabinet,6,12010.51,0.2,72063.06,14412.612000000001,57650.448,39202.30464,18448.143359999995,31.999999999999996,Cash
ORD0206,2025-04-25,April,4,CUST0121,Gujarat,Retail Store,Grocery,Cooking Oil,5,897.76,0.2,4488.8,897.7600000000001,3591.04,2585.5488,1005.4911999999999,27.999999999999996,UPI
ORD0207,2025-09-29,September,9,CUST0292,Madhya Pradesh,Marketplace,Clothing,Jeans,6,1376.17,0.0,8257.02,0.0,8257.02,4541.361000000001,3715.6589999999997,44.99999999999999,Net Banking
ORD0208,2025-03-07,March,3,CUST0180,Karnataka,Retail Store,Electronics,Monitor,5,27740.34,0.05,138701.7,6935.085000000001,131766.61500000002,102777.95970000002,28988.6553,21.999999999999993,Credit Card
ORD0209,2025-11-07,November,11,CUST0101,Uttar Pradesh,Retail Store,Grocery,Tea,3,954.22,0.15,2862.66,429.39899999999994,2433.261,1751.9479199999998,681.3130800000001,28.000000000000007,UPI
ORD0210,2025-02-11,February,2,CUST0158,Rajasthan,Marketplace,Grocery,Tea,2,772.14,0.15,1544.28,231.642,1312.638,945.0993599999999,367.53864,28.000000000000004,UPI
ORD0211,2025-06-12,June,6,CUST0276,Delhi,Retail Store,Furniture,Office Chair,3,18136.4,0.1,54409.200000000004,5440.920000000001,48968.280000000006,33298.430400000005,15669.849600000001,32.0,Credit Card
ORD0212,2025-10-08,October,10,CUST0110,Rajasthan,Retail Store,Beauty,Sunscreen,6,1235.3,0.15,7411.799999999999,1111.7699999999998,6300.03,3276.0156,3024.0143999999996,47.99999999999999,Cash
ORD0213,2025-01-25,January,1,CUST0025,Uttar Pradesh,Online,Beauty,Perfume,5,601.81,0.1,3009.0499999999997,300.905,2708.1449999999995,1408.2353999999998,1299.9095999999997,48.0,Cash
ORD0214,2025-10-15,October,10,CUST0160,Delhi,Marketplace,Clothing,Jacket,5,5650.47,0.25,28252.350000000002,7063.087500000001,21189.2625,11654.094375,9535.168125,45.0,Debit Card
ORD0215,2025-01-05,January,1,CUST0267,Delhi,Online,Office Supplies,Notebook,2,1203.52,0.0,2407.04,0.0,2407.04,1396.0831999999998,1010.9568000000002,42.00000000000001,Debit Card
ORD0216,2025-04-09,April,4,CUST0263,Madhya Pradesh,Marketplace,Beauty,Face Wash,1,2782.9,0.05,2782.9,139.145,2643.755,1374.7526,1269.0024,48.00000000000001,Net Banking
ORD0217,2025-12-25,December,12,CUST0231,Delhi,Marketplace,Clothing,Formal Shirt,4,1455.64,0.15,5822.56,873.384,4949.176,2722.0468000000005,2227.1292,44.99999999999999,Cash
ORD0218,2025-07-10,July,7,CUST0014,Karnataka,Online,Grocery,Coffee,5,457.37,0.1,2286.85,228.685,2058.165,1481.8788,576.2862,28.000000000000004,Net Banking
ORD0219,2025-07-02,July,7,CUST0079,Gujarat,Retail Store,Furniture,Desk,6,13330.24,0.0,79981.44,0.0,79981.44,54387.3792,25594.0608,32.0,Net Banking
ORD0220,2025-03-06,March,3,CUST0181,Delhi,Online,Beauty,Sunscreen,5,2953.2,0.15,14766.0,2214.9,12551.1,6526.572,6024.528,48.0,Cash
ORD0221,2025-07-07,July,7,CUST0117,Telangana,Retail Store,Office Supplies,Stapler,7,1298.4,0.05,9088.800000000001,454.44000000000005,8634.36,5007.9288,3626.431200000001,42.00000000000001,Credit Card
ORD0222,2025-02-21,February,2,CUST0042,Gujarat,Retail Store,Clothing,Formal Shirt,2,3118.1,0.1,6236.2,623.62,5612.58,3086.9190000000003,2525.6609999999996,44.99999999999999,UPI
ORD0223,2025-04-15,April,4,CUST0048,Madhya Pradesh,Retail Store,Electronics,Smartphone,1,61741.38,0.2,61741.38,12348.276,49393.104,38526.62112,10866.482879999996,21.999999999999993,Credit Card
ORD0224,2025-08-20,August,8,CUST0214,Tamil Nadu,Online,Beauty,Face Wash,4,2302.76,0.15,9211.04,1381.6560000000002,7829.384000000001,4071.2796800000006,3758.1043200000004,48.0,Cash
ORD0225,2025-12-09,December,12,CUST0087,Gujarat,Online,Beauty,Face Wash,3,548.79,0.3,1646.37,493.91099999999994,1152.4589999999998,599.2786799999999,553.1803199999999,48.00000000000001,Debit Card
ORD0226,2025-04-19,April,4,CUST0277,Tamil Nadu,Retail Store,Office Supplies,Stapler,3,129.06,0.3,387.18,116.154,271.026,157.19508,113.83092000000002,42.00000000000001,Debit Card
ORD0227,2025-07-30,July,7,CUST0261,Rajasthan,Retail Store,Office Supplies,Stapler,4,951.62,0.1,3806.48,380.648,3425.832,1986.9825599999997,1438.8494400000002,42.00000000000001,UPI
ORD0228,2025-08-11,August,8,CUST0049,Uttar Pradesh,Retail Store,Electronics,Monitor,1,29770.56,0.05,29770.56,1488.5280000000002,28282.032,22059.98496,6222.047039999998,21.999999999999993,UPI
ORD0229,2025-06-18,June,6,CUST0266,Gujarat,Marketplace,Electronics,Smartphone,2,35260.55,0.25,70521.1,17630.275,52890.825000000004,41254.8435,11635.981500000002,22.0,Net Banking
ORD0230,2025-06-30,June,6,CUST0183,West Bengal,Online,Clothing,Jacket,2,1204.53,0.1,2409.06,240.906,2168.154,1192.4847000000002,975.6692999999998,44.99999999999999,Cash
ORD0231,2025-04-24,April,4,CUST0288,Maharashtra,Retail Store,Grocery,Rice,4,326.8,0.05,1307.2,65.36,1241.8400000000001,894.1248,347.7152000000001,28.000000000000004,Net Banking
ORD0232,2025-05-02,May,5,CUST0018,Gujarat,Online,Grocery,Coffee,7,1061.16,0.05,7428.120000000001,371.40600000000006,7056.714000000001,5080.8340800000005,1975.8799200000003,28.000000000000004,Cash
ORD0233,2025-08-12,August,8,CUST0285,Delhi,Retail Store,Office Supplies,File Folder,6,1907.65,0.05,11445.900000000001,572.2950000000001,10873.605000000001,6306.6909000000005,4566.914100000001,42.00000000000001,Net Banking
ORD0234,2025-10-10,October,10,CUST0044,Rajasthan,Marketplace,Furniture,Cabinet,7,13488.87,0.05,94422.09000000001,4721.1045,89700.98550000001,60996.67014000001,28704.31536,31.999999999999996,Net Banking
ORD0235,2025-12-19,December,12,CUST0030,Karnataka,Marketplace,Office Supplies,Notebook,7,354.23,0.05,2479.61,123.9805,2355.6295,1366.2651099999998,989.3643900000002,42.00000000000001,Net Banking
ORD0236,2025-04-21,April,4,CUST0261,Maharashtra,Online,Furniture,Table,2,2709.96,0.05,5419.92,270.99600000000004,5148.924,3501.26832,1647.6556799999998,31.999999999999996,Debit Card
ORD0237,2025-08-12,August,8,CUST0231,Delhi,Online,Furniture,Cabinet,2,7090.8,0.15,14181.6,2127.24,12054.36,8196.964800000002,3857.395199999999,31.99999999999999,UPI
ORD0238,2025-03-27,March,3,CUST0014,West Bengal,Retail Store,Furniture,Cabinet,2,21399.19,0.2,42798.38,8559.676,34238.704,23282.31872,10956.385279999999,31.999999999999996,UPI
ORD0239,2025-01-20,January,1,CUST0211,Gujarat,Retail Store,Office Supplies,Stapler,3,2120.73,0.1,6362.1900000000005,636.219,5725.9710000000005,3321.06318,2404.9078200000004,42.00000000000001,Net Banking
ORD0240,2025-05-12,May,5,CUST0293,Rajasthan,Online,Clothing,Formal Shirt,2,5374.08,0.15,10748.16,1612.224,9135.936,5024.7648,4111.1712,45.0,Credit Card
ORD0241,2025-02-07,February,2,CUST0273,Karnataka,Marketplace,Grocery,Tea,4,258.52,0.1,1034.08,103.408,930.6719999999999,670.0838399999999,260.58816,28.000000000000004,Net Banking
ORD0242,2025-01-14,January,1,CUST0254,Tamil Nadu,Retail Store,Office Supplies,Printer Paper,5,1491.96,0.15,7459.8,1118.97,6340.83,3677.6813999999995,2663.1486000000004,42.00000000000001,Debit Card
ORD0243,2025-06-08,June,6,CUST0211,Rajasthan,Online,Clothing,Sneakers,4,2271.59,0.15,9086.36,1362.954,7723.406000000001,4247.873300000001,3475.5326999999997,44.99999999999999,Credit Card
ORD0244,2025-04-27,April,4,CUST0183,Madhya Pradesh,Marketplace,Clothing,T-Shirt,3,2921.09,0.05,8763.27,438.16350000000006,8325.1065,4578.808575,3746.297925,45.0,Credit Card
ORD0245,2025-11-15,November,11,CUST0118,Madhya Pradesh,Online,Clothing,Sneakers,1,3790.24,0.15,3790.24,568.536,3221.7039999999997,1771.9372,1449.7667999999996,44.99999999999999,Cash
ORD0246,2025-08-28,August,8,CUST0075,Karnataka,Online,Office Supplies,Printer Paper,7,1083.77,0.2,7586.389999999999,1517.278,6069.111999999999,3520.0849599999992,2549.02704,42.00000000000001,Net Banking
ORD0247,2025-03-02,March,3,CUST0254,Rajasthan,Online,Furniture,Office Chair,2,6219.12,0.15,12438.24,1865.7359999999999,10572.504,7189.3027200000015,3383.2012799999993,31.99999999999999,Debit Card
ORD0248,2025-12-31,December,12,CUST0069,Gujarat,Online,Office Supplies,File Folder,5,234.73,0.2,1173.6499999999999,234.73,938.9199999999998,544.5735999999998,394.3464,42.00000000000001,Credit Card
ORD0249,2025-07-11,July,7,CUST0231,Karnataka,Retail Store,Beauty,Moisturizer,4,640.48,0.0,2561.92,0.0,2561.92,1332.1984,1229.7216,48.00000000000001,UPI
ORD0250,2025-10-07,October,10,CUST0188,West Bengal,Marketplace,Electronics,Monitor,4,51634.24,0.05,206536.96,10326.848,196210.112,153043.88736,43166.22464,22.0,UPI
ORD0251,2025-02-05,February,2,CUST0220,Karnataka,Marketplace,Beauty,Perfume,6,1133.06,0.0,6798.36,0.0,6798.36,3535.1472,3263.2128,48.0,Credit Card
ORD0252,2025-12-02,December,12,CUST0044,West Bengal,Online,Grocery,Tea,7,567.2,0.2,3970.4000000000005,794.0800000000002,3176.3200000000006,2286.9504,889.3696000000004,28.000000000000007,Debit Card
ORD0253,2025-03-25,March,3,CUST0178,Madhya Pradesh,Marketplace,Furniture,Desk,2,15144.84,0.1,30289.68,3028.9680000000003,27260.712,18537.28416,8723.42784,32.0,Debit Card
ORD0254,2025-05-28,May,5,CUST0142,West Bengal,Online,Beauty,Shampoo,2,2931.97,0.2,5863.94,1172.788,4691.152,2439.3990400000002,2251.75296,47.99999999999999,Net Banking
ORD0255,2025-03-23,March,3,CUST0161,Delhi,Online,Beauty,Perfume,3,2593.01,0.05,7779.030000000001,388.95150000000007,7390.0785000000005,3842.8408200000003,3547.23768,48.0,Credit Card
ORD0256,2025-11-23,November,11,CUST0061,Delhi,Retail Store,Grocery,Biscuits,7,676.87,0.3,4738.09,1421.427,3316.6630000000005,2387.9973600000003,928.6656400000002,28.000000000000004,UPI
ORD0257,2025-03-27,March,3,CUST0098,Madhya Pradesh,Retail Store,Electronics,Keyboard,1,42935.31,0.05,42935.31,2146.7655,40788.544499999996,31815.06471,8973.479789999998,21.999999999999996,Net Banking
ORD0258,2025-01-02,January,1,CUST0125,Karnataka,Retail Store,Grocery,Tea,1,819.38,0.1,819.38,81.938,737.442,530.9582399999999,206.48376000000007,28.000000000000007,Cash
ORD0259,2025-02-28,February,2,CUST0032,Karnataka,Online,Furniture,Table,3,3669.02,0.2,11007.06,2201.412,8805.648,5987.84064,2817.807359999999,31.99999999999999,Credit Card
ORD0260,2025-03-09,March,3,CUST0213,Rajasthan,Retail Store,Grocery,Biscuits,4,647.29,0.05,2589.16,129.458,2459.7019999999998,1770.9854399999997,688.7165600000001,28.000000000000007,Net Banking
ORD0261,2025-06-17,June,6,CUST0248,Maharashtra,Online,Furniture,Desk,4,19870.28,0.0,79481.12,0.0,79481.12,54047.1616,25433.958399999996,31.999999999999996,Cash
ORD0262,2025-08-15,August,8,CUST0178,Maharashtra,Online,Grocery,Biscuits,7,805.3,0.2,5637.099999999999,1127.4199999999998,4509.679999999999,3246.9695999999994,1262.7104,28.000000000000004,Debit Card
ORD0263,2025-09-25,September,9,CUST0085,Tamil Nadu,Marketplace,Furniture,Office Chair,4,20339.22,0.15,81356.88,12203.532000000001,69153.348,47024.276640000004,22129.071359999994,31.999999999999996,Credit Card
ORD0264,2025-02-11,February,2,CUST0259,Delhi,Marketplace,Clothing,T-Shirt,4,3568.01,0.05,14272.04,713.6020000000001,13558.438,7457.1409,6101.2971,44.99999999999999,Cash
ORD0265,2025-05-09,May,5,CUST0246,Maharashtra,Online,Beauty,Perfume,4,2907.25,0.1,11629.0,1162.9,10466.1,5442.372,5023.728,48.0,Debit Card
ORD0266,2025-10-29,October,10,CUST0158,Delhi,Retail Store,Electronics,Smartphone,7,35665.46,0.05,249658.22,12482.911,237175.309,184996.74102000002,52178.56797999999,21.999999999999996,Debit Card
ORD0267,2025-09-04,September,9,CUST0281,Uttar Pradesh,Retail Store,Office Supplies,Printer Paper,5,1443.41,0.1,7217.05,721.705,6495.345,3767.3001,2728.0449000000003,42.00000000000001,Net Banking
ORD0268,2025-08-15,August,8,CUST0134,Maharashtra,Online,Beauty,Moisturizer,4,3031.98,0.2,12127.92,2425.5840000000003,9702.336,5045.21472,4657.121279999999,48.0,Credit Card
ORD0269,2025-12-30,December,12,CUST0131,Telangana,Online,Clothing,Sneakers,1,2467.89,0.1,2467.89,246.789,2221.1009999999997,1221.60555,999.4954499999997,44.99999999999999,Credit Card
ORD0270,2025-07-09,July,7,CUST0075,West Bengal,Marketplace,Electronics,Laptop,5,31946.77,0.25,159733.85,39933.4625,119800.38750000001,93444.30225000001,26356.085250000004,22.0,Net Banking
ORD0271,2025-04-18,April,4,CUST0212,Delhi,Retail Store,Office Supplies,Pen Set,6,2449.85,0.15,14699.099999999999,2204.865,12494.234999999999,7246.656299999999,5247.5787,42.00000000000001,Cash
ORD0272,2025-02-16,February,2,CUST0247,Karnataka,Marketplace,Grocery,Biscuits,1,803.57,0.3,803.57,241.071,562.499,404.99928,157.49972000000002,28.000000000000004,Cash
ORD0273,2025-10-30,October,10,CUST0117,Gujarat,Retail Store,Grocery,Tea,7,294.54,0.0,2061.78,0.0,2061.78,1484.4816,577.2984000000001,28.000000000000004,Cash
ORD0274,2025-02-08,February,2,CUST0115,Madhya Pradesh,Retail Store,Electronics,Headphones,3,11368.35,0.25,34105.05,8526.2625,25578.787500000002,19951.454250000003,5627.33325,21.999999999999996,Debit Card
